"","keyword","date","geo","hits"
"308","covid",2021-03-15,"Arizona",48
"309","covid",2021-03-16,"Arizona",46
"310","covid",2021-03-17,"Arizona",46
"311","covid",2021-03-18,"Arizona",42
"312","covid",2021-03-19,"Arizona",46
"313","covid",2021-03-20,"Arizona",38
"314","covid",2021-03-21,"Arizona",36
"315","covid",2021-03-22,"Arizona",50
"316","covid",2021-03-23,"Arizona",55
"317","covid",2021-03-24,"Arizona",65
"318","covid",2021-03-25,"Arizona",62
"319","covid",2021-03-26,"Arizona",65
"320","covid",2021-03-27,"Arizona",51
"321","covid",2021-03-28,"Arizona",34
"322","covid",2021-03-29,"Arizona",50
"323","covid",2021-03-30,"Arizona",53
"324","covid",2021-03-31,"Arizona",45
"325","covid",2021-04-01,"Arizona",45
"326","covid",2021-04-02,"Arizona",44
"327","covid",2021-04-03,"Arizona",37
"328","covid",2021-04-04,"Arizona",31
"329","covid",2021-04-05,"Arizona",47
"330","covid",2021-04-06,"Arizona",51
"331","covid",2021-04-07,"Arizona",45
"332","covid",2021-04-08,"Arizona",37
"333","covid",2021-04-09,"Arizona",38
"334","covid",2021-04-10,"Arizona",37
"335","covid",2021-04-11,"Arizona",33
"336","covid",2021-04-12,"Arizona",37
"337","covid",2021-04-13,"Arizona",35
"338","covid",2021-04-14,"Arizona",36
"339","covid",2021-04-15,"Arizona",34
"340","covid",2021-04-16,"Arizona",28
"341","covid",2021-04-17,"Arizona",30
"342","covid",2021-04-18,"Arizona",30
"343","covid",2021-04-19,"Arizona",41
"344","covid",2021-04-20,"Arizona",38
"345","covid",2021-04-21,"Arizona",32
"346","covid",2021-04-22,"Arizona",32
"347","covid",2021-04-23,"Arizona",35
"348","covid",2021-04-24,"Arizona",34
"349","covid",2021-04-25,"Arizona",25
"350","covid",2021-04-26,"Arizona",32
"351","covid",2021-04-27,"Arizona",32
"352","covid",2021-01-01,"Arkansas",47
"353","covid",2021-01-02,"Arkansas",53
"354","covid",2021-01-03,"Arkansas",47
"355","covid",2021-01-04,"Arkansas",60
"356","covid",2021-01-05,"Arkansas",64
"357","covid",2021-01-06,"Arkansas",56
"358","covid",2021-01-07,"Arkansas",43
"359","covid",2021-01-08,"Arkansas",48
"360","covid",2021-01-09,"Arkansas",41
"361","covid",2021-01-10,"Arkansas",38
"362","covid",2021-01-11,"Arkansas",40
"363","covid",2021-01-12,"Arkansas",58
"364","covid",2021-01-13,"Arkansas",57
"365","covid",2021-01-14,"Arkansas",71
"366","covid",2021-01-15,"Arkansas",44
"367","covid",2021-01-16,"Arkansas",44
"368","covid",2021-01-17,"Arkansas",39
"369","covid",2021-01-18,"Arkansas",41
