"","Date","State","covid","mask","qanon","social distancing","vaccine","vaccine near me","cases","deaths","total_vaccinations","total_distributed","people_vaccinated","people_fully_vaccinated_per_hundred","total_vaccinations_per_hundred","people_fully_vaccinated","people_vaccinated_per_hundred","distributed_per_hundred","daily_vaccinations_raw","daily_vaccinations","daily_vaccinations_per_million","share_doses_used"
"4415",2021-03-30,"Iowa",50,10,0,0,58,7,350756,5729,1525091,1773355,962503,19.12,48.34,603095,30.51,56.21,10604,27335,8664,0.86
"4416",2021-03-30,"Kansas",41,40,5,0,40,22,303443,4859,1269292,1670955,859214,16.52,43.57,481373,29.49,57.36,7341,25758,8841,0.76
"4417",2021-03-30,"Kentucky",34,26,0,0,22,0,426073,6065,2074948,2559795,1373108,17.05,46.44,761804,30.73,57.3,16195,37309,8351,0.811
"4418",2021-03-30,"Louisiana",25,18,0,28,19,19,444414,10132,1920242,2705530,1195911,15.9,41.31,739320,25.73,58.2,9108,32066,6898,0.71
"4419",2021-03-30,"Maine",61,13,0,0,45,16,50253,738,687989,823870,455583,19.39,51.18,260703,33.89,61.29,4064,12614,9384,0.835
"4420",2021-03-30,"Maryland",52,37,0,0,52,18,409978,8273,2736823,3531380,1842092,16.66,45.27,1007396,30.47,58.41,55297,54230,8970,0.775
"4421",2021-03-30,"Massachusetts",67,20,9,0,50,36,633081,17148,3535818,4117900,2316988,18.5,51.3,1275456,33.62,59.74,40487,67100,9735,0.859
"4422",2021-03-30,"Michigan",66,22,15,0,37,42,739244,17108,4329057,5813980,2801025,16.63,43.35,1661102,28.05,58.22,33078,78888,7899,0.745
"4423",2021-03-30,"Minnesota",79,16,6,38,67,46,517881,6914,2702080,3009780,1753301,18.29,47.91,1031750,31.09,53.37,36301,49773,8826,0.898
"4424",2021-03-30,"Mississippi",19,13,0,0,9,39,304858,7013,1137212,1629955,724564,14.76,38.21,439203,24.35,54.77,2983,18950,6367,0.698
"4425",2021-03-30,"Missouri",34,15,0,0,26,28,580980,8848,2481467,3303985,1550103,14.65,40.43,899208,25.26,53.83,16557,41237,6719,0.751
"4426",2021-03-30,"Montana",44,8,31,0,25,32,104321,1437,504919,644705,318968,18.32,47.24,195804,29.84,60.32,2529,8175,7649,0.783
"4427",2021-03-30,"Nebraska",61,6,0,0,34,29,208912,2177,916701,1146140,585025,17.98,47.39,347883,30.24,59.25,16652,16008,8275,0.8
"4428",2021-03-30,"Nevada",33,15,0,0,19,44,303494,5239,1335002,1607680,845896,15.81,43.34,486838,27.46,52.19,6984,23510,7633,0.83
"4429",2021-03-30,"New Hampshire",70,8,21,0,52,22,83714,1237,607126,768055,412057,17.22,44.65,234147,30.3,56.49,4564,8804,6475,0.79
"4430",2021-03-30,"New Jersey",80,10,3,0,49,62,905144,24486,4292515,4856725,2903068,18.17,48.33,1613922,32.68,54.68,88453,93733,10553,0.884
"4431",2021-03-30,"New Mexico",51,52,11,35,31,31,191377,3932,1242292,1428785,787206,23.22,59.25,486883,37.54,68.14,2976,20098,9585,0.869
"4432",2021-03-30,"New York",100,34,0,0,100,84,1865349,50212,9023541,11600475,5935139,16.24,46.39,3158458,30.51,59.63,160698,189751,9754,0.778
"4433",2021-03-30,"North Carolina",47,28,6,0,29,62,912203,12087,4609430,5775070,2983429,16.06,43.95,1684002,28.45,55.06,13001,73892,7045,0.798
"4434",2021-03-30,"North Dakota",44,44,0,0,22,0,102880,1498,410932,463590,244790,20.19,53.92,153845,32.12,60.83,9306,7191,9436,0.886
"4435",2021-03-30,"Ohio",57,40,0,0,46,60,1015577,19020,5219217,6797795,3354361,16.59,44.65,1939120,28.7,58.15,51097,102772,8792,0.768
"4436",2021-03-30,"Oklahoma",24,50,0,0,18,5,439340,4850,1895546,2584315,1206550,17.4,47.9,688345,30.49,65.31,7542,30403,7683,0.733
"4437",2021-03-30,"Oregon",45,27,8,0,37,4,164570,2381,1821492,2401575,1169185,16.31,43.19,687942,27.72,56.94,18931,30664,7270,0.758
"4438",2021-03-30,"Pennsylvania",44,36,0,0,37,38,1022992,25029,5947782,7404805,4003172,16.29,46.46,2084919,31.27,57.84,54280,113826,8891,0.803
"4439",2021-03-30,"Rhode Island",65,26,0,0,51,0,136765,2618,552753,645515,345689,20.66,52.18,218881,32.63,60.93,14319,10387,9805,0.856
"4440",2021-03-30,"South Carolina",29,10,0,19,26,43,550669,9126,2124443,2827065,1387610,14.81,41.26,762621,26.95,54.91,15272,39475,7667,0.751
"4441",2021-03-30,"South Dakota",25,12,0,0,13,0,117495,1935,489525,604605,304480,22.01,55.33,194684,34.42,68.34,1479,8643,9770,0.81
"4442",2021-03-30,"Tennessee",29,17,2,7,26,29,810529,11894,2596336,3618130,1677569,13.44,38.02,917989,24.56,52.98,14290,50043,7328,0.718
"4443",2021-03-30,"Texas",37,14,1,3,32,57,2789428,48242,11357324,15184925,7336199,13.32,39.17,3863243,25.3,52.37,227109,216020,7450,0.748
"4444",2021-03-30,"Utah",40,15,0,16,25,13,385127,2118,1327257,1595720,813926,11.41,41.4,365762,25.39,49.77,51064,24488,7638,0.832
"4445",2021-03-30,"Vermont",68,15,60,0,48,71,19109,225,323388,409540,206956,18.38,51.83,114662,33.17,65.63,7243,5762,9234,0.79
"4446",2021-03-30,"Virginia",61,20,2,0,64,40,617941,10242,3977862,4829535,2620816,16.74,46.6,1428643,30.7,56.58,110849,84012,9843,0.824
"4447",2021-03-30,"Washington",67,17,2,0,75,51,363235,5237,3537203,4325160,2250118,17.56,46.45,1337435,29.55,56.8,35562,66890,8784,0.818
"4448",2021-03-30,"West Virginia",50,18,0,0,66,82,141322,2640,866037,1129335,530858,18.64,48.32,334096,29.62,63.02,8336,13811,7706,0.767
"4449",2021-03-30,"Wisconsin",62,24,0,0,68,36,635314,7292,2870834,3348455,1829412,18.3,49.31,1065710,31.42,57.51,16885,55789,9582,0.857
"4450",2021-03-30,"Wyoming",39,12,0,0,32,65,56236,695,261963,366465,156638,18.11,45.26,104805,27.06,63.32,13,3827,6612,0.715
"4451",2021-03-31,"Alabama",33,21,4,0,41,40,515388,10554,1728736,2796630,1155139,13.4,35.26,656899,23.56,57.04,31095,26617,5429,0.618
"4452",2021-03-31,"Alaska",42,0,0,0,34,0,62901,313,407233,601225,248711,22.3,55.67,163100,34,82.19,2894,3991,5456,0.677
"4453",2021-03-31,"Arizona",45,32,2,0,66,51,841811,16967,3451567,4304045,2157694,17.07,47.42,1242599,29.64,59.13,52168,63074,8666,0.802
"4454",2021-03-31,"Arkansas",33,67,0,0,38,29,330398,5626,1183295,1763540,788277,13.9,39.21,419462,26.12,58.44,24187,21542,7138,0.671
"4455",2021-03-31,"California",52,23,3,1,67,29,3668745,59274,18223412,23660110,12120118,16.07,46.12,6348325,30.67,59.88,301321,361646,9153,0.77
"4456",2021-03-31,"Colorado",40,34,5,0,30,32,462081,6107,2691248,3330360,1720668,17.51,46.73,1008589,29.88,57.83,45942,49594,8612,0.808
"4457",2021-03-31,"Connecticut",48,29,0,0,45,35,310624,7889,1954259,2426455,1262503,20.35,54.81,725544,35.41,68.06,29654,36137,10136,0.805
"4458",2021-03-31,"Delaware",38,18,31,0,35,37,94802,1559,463476,592965,302043,16.41,47.6,159773,31.02,60.89,10029,9467,9722,0.782
"4459",2021-03-31,"Florida",30,24,2,7,24,46,2057735,33425,9563326,13153105,6005354,15.76,44.53,3384591,27.96,61.24,157958,166657,7760,0.727
"4460",2021-03-31,"Georgia",23,26,2,0,18,45,1059548,19055,3855859,5777435,2515040,12.26,36.32,1301323,23.69,54.41,69556,70478,6638,0.667
"4461",2021-03-31,"Hawaii",62,33,13,0,66,17,30754,463,705568,962590,450539,18.96,49.83,268481,31.82,67.99,12862,10497,7414,0.733
"4462",2021-03-31,"Idaho",40,28,0,0,47,28,180536,1962,752364,948735,460710,16.46,42.1,294187,25.78,53.09,11421,12282,6873,0.793
"4463",2021-03-31,"Illinois",60,24,2,0,72,37,1244499,23579,5932882,7493325,3930026,16.49,46.82,2089452,31.01,59.13,89194,107916,8516,0.792
"4464",2021-03-31,"Indiana",63,29,0,0,100,61,686497,13039,2787166,3532620,1701299,16.69,41.4,1123914,25.27,52.47,43003,42611,6329,0.789
"4465",2021-03-31,"Iowa",53,31,0,0,62,44,351402,5743,1539664,1816015,970567,19.34,48.8,610099,30.76,57.56,14573,27644,8762,0.848
"4466",2021-03-31,"Kansas",28,46,0,0,34,15,303940,4870,1290992,1787305,873196,16.85,44.31,491016,29.97,61.35,21700,25019,8588,0.722
"4467",2021-03-31,"Kentucky",27,18,0,0,21,0,426876,6090,2100387,2572045,1386294,17.35,47.01,775208,31.03,57.57,25439,37400,8371,0.817
"4468",2021-03-31,"Louisiana",20,23,0,0,20,7,444933,10141,1963625,2719670,1219539,16.32,42.24,758829,26.23,58.5,43383,34078,7331,0.722
"4469",2021-03-31,"Maine",43,19,11,0,43,0,50504,743,697663,826370,461705,19.69,51.9,264659,34.35,61.48,9674,13975,10396,0.844
"4470",2021-03-31,"Maryland",50,20,6,0,47,13,411344,8286,2809466,3573500,1884069,17.19,46.47,1039090,31.16,59.11,72643,57109,9446,0.786
"4471",2021-03-31,"Massachusetts",65,11,4,27,49,27,635580,17185,3611067,4270280,2362261,18.96,52.39,1307031,34.27,61.96,75249,68521,9941,0.846
"4472",2021-03-31,"Michigan",63,13,0,0,39,46,746351,17119,4419793,5889820,2858070,16.95,44.26,1693046,28.62,58.98,90736,82664,8277,0.75
"4473",2021-03-31,"Minnesota",64,17,0,0,60,66,519529,6926,2751928,3203000,1774794,18.81,48.8,1060778,31.47,56.79,49848,53041,9405,0.859
"4474",2021-03-31,"Mississippi",17,9,0,0,12,19,305146,7032,1158505,1698485,734671,15.15,38.93,450944,24.69,57.07,21293,19043,6399,0.682
"4475",2021-03-31,"Missouri",31,26,25,0,26,39,581680,8853,2524827,3502935,1568169,15.06,41.14,924402,25.55,57.07,43360,42163,6870,0.721
"4476",2021-03-31,"Montana",43,29,0,0,22,0,104552,1437,522897,677495,327448,19.19,48.92,205138,30.64,63.39,17978,9699,9075,0.772
"4477",2021-03-31,"Nebraska",56,4,0,0,35,100,209346,2180,940837,1152650,595579,18.71,48.64,361958,30.79,59.59,24136,17502,9048,0.816
"4478",2021-03-31,"Nevada",37,20,0,26,24,35,303762,5249,1348526,1704450,853774,15.98,43.78,492187,27.72,55.34,13524,23233,7543,0.791
"4479",2021-03-31,"New Hampshire",79,8,0,0,66,40,84176,1238,614984,788755,414738,17.64,45.23,239872,30.5,58.01,7858,8585,6314,0.78
"4480",2021-03-31,"New Jersey",75,11,0,0,50,55,908816,24561,4381035,5236605,2951563,18.68,49.32,1659604,33.23,58.96,88520,85613,9639,0.837
"4481",2021-03-31,"New Mexico",39,51,0,0,40,16,191652,3937,1258002,1442775,797952,23.51,60,493018,38.06,68.81,15710,20913,9974,0.872
"4482",2021-03-31,"New York",55,25,2,7,58,69,1873138,50299,9261975,11913695,6051597,16.89,47.61,3285602,31.11,61.24,238434,203576,10465,0.777
"4483",2021-03-31,"North Carolina",45,38,6,6,35,67,914132,12112,4691515,6053820,3026774,16.44,44.73,1724042,28.86,57.72,82085,74897,7141,0.775
"4484",2021-03-31,"North Dakota",25,29,0,0,29,0,103091,1498,413386,464690,246500,20.28,54.25,154549,32.35,60.98,2454,7177,9418,0.89
"4485",2021-03-31,"Ohio",53,32,5,0,45,55,1017566,19032,5295592,6921325,3399897,16.86,45.3,1970300,29.09,59.21,76375,101918,8719,0.765
"4486",2021-03-31,"Oklahoma",18,29,0,0,23,11,439740,4953,1930169,2677545,1224792,17.81,48.78,704689,30.95,67.67,34623,30375,7676,0.721
"4487",2021-03-31,"Oregon",41,32,0,0,32,25,165012,2383,1854126,2449855,1187225,16.67,43.96,703262,28.15,58.08,32634,32486,7702,0.757
"4488",2021-03-31,"Pennsylvania",51,31,2,0,43,27,1027678,25074,6056762,7659555,4071410,16.62,47.31,2128284,31.8,59.83,108980,109535,8556,0.791
"4489",2021-03-31,"Rhode Island",51,9,0,0,47,32,137329,2619,559186,652615,349215,20.95,52.79,221888,32.96,61.6,6433,10163,9594,0.857
"4490",2021-03-31,"South Carolina",36,36,0,0,35,52,551630,9146,2150462,2868095,1403522,15.04,41.77,774353,27.26,55.71,26019,37281,7241,0.75
"4491",2021-03-31,"South Dakota",28,0,24,0,33,28,117759,1935,496601,618745,308289,22.39,56.13,198087,34.85,69.94,7076,8616,9739,0.803
"4492",2021-03-31,"Tennessee",36,19,0,0,25,20,811842,11904,2655309,3804790,1711847,13.8,38.88,942765,25.07,55.71,58973,51106,7483,0.698
"4493",2021-03-31,"Texas",33,12,2,2,28,47,2791910,48252,11604088,16084645,7476870,13.7,40.02,3973093,25.79,55.47,246764,251786,8684,0.721
"4494",2021-03-31,"Utah",34,19,5,0,29,52,385641,2122,1327487,1627020,814168,11.41,41.41,365896,25.4,50.75,230,21261,6632,0.816
"4495",2021-03-31,"Vermont",78,7,0,0,52,68,19275,227,328451,417840,209145,18.86,52.64,117656,33.52,66.96,5063,6010,9632,0.786
"4496",2021-03-31,"Virginia",61,20,3,4,71,27,618976,10252,4056991,4907455,2671921,17.07,47.53,1457374,31.3,57.49,79129,83888,9828,0.827
"4497",2021-03-31,"Washington",70,16,4,5,95,65,364486,5247,3586736,4495070,2272698,17.93,47.1,1365670,29.85,59.03,49533,68346,8975,0.798
"4498",2021-03-31,"West Virginia",45,14,0,0,43,19,141738,2676,874459,1136405,537000,18.79,48.79,336742,29.96,63.41,8422,13788,7694,0.769
"4499",2021-03-31,"Wisconsin",71,78,8,0,75,82,636041,7315,2905410,3355325,1850625,18.54,49.9,1079684,31.78,57.63,34576,55569,9544,0.866
"4500",2021-03-31,"Wyoming",41,12,0,0,34,0,56310,700,262406,378565,156910,18.15,45.34,105052,27.11,65.41,443,3855,6661,0.693
"4501",2021-04-01,"Alabama",30,22,8,11,36,17,515866,10553,1771979,2839540,1184284,13.74,36.14,673773,24.15,57.91,43243,27555,5620,0.624
"4502",2021-04-01,"Alaska",39,11,0,0,34,0,63298,313,411529,615825,250378,22.6,56.25,165325,34.23,84.18,4296,3861,5278,0.668
"4503",2021-04-01,"Arizona",45,19,2,0,56,38,842192,16977,3512579,4365955,2194105,17.41,48.26,1267484,30.14,59.98,61012,57997,7968,0.805
"4504",2021-04-01,"Arkansas",31,32,0,0,46,30,330609,5636,1209965,1814280,803744,14.34,40.09,432735,26.63,60.12,26670,21951,7274,0.667
"4505",2021-04-01,"California",55,18,2,2,82,35,3671349,59411,18604164,24288100,12376871,16.41,47.08,6485628,31.32,61.47,380752,363128,9190,0.766
"4506",2021-04-01,"Colorado",35,48,5,0,32,49,463685,6117,2746030,3459750,1756207,17.86,47.68,1028324,30.5,60.08,54782,51019,8859,0.794
"4507",2021-04-01,"Connecticut",100,25,7,0,100,52,312468,7900,1992899,2484595,1284258,20.86,55.9,743564,36.02,69.69,38640,36534,10247,0.802
"4508",2021-04-01,"Delaware",31,36,32,0,17,38,95188,1559,473912,621905,309700,16.8,48.67,163586,31.8,63.87,10436,9611,9870,0.762
"4509",2021-04-01,"Florida",28,28,4,7,21,44,2064525,33494,9781739,13261815,6117321,16.25,45.54,3490647,28.48,61.75,218413,168390,7840,0.738
"4510",2021-04-01,"Georgia",21,27,5,0,18,42,1060973,19119,3950645,6101935,2584711,12.5,37.21,1327557,24.34,57.47,94786,73684,6940,0.647
"4511",2021-04-01,"Hawaii",51,22,0,0,60,100,30867,463,717790,993480,455591,19.51,50.7,276272,32.18,70.17,12222,10735,7582,0.723
"4512",2021-04-01,"Idaho",40,44,0,0,37,15,180897,1963,766703,977045,469042,16.8,42.9,300140,26.25,54.67,14339,12565,7031,0.785
"4513",2021-04-01,"Illinois",56,30,2,8,65,46,1248021,23601,6073419,7770165,4024047,16.89,47.93,2140575,31.76,61.32,140537,112224,8856,0.782
"4514",2021-04-01,"Indiana",46,43,6,0,51,24,687713,13048,2840511,3588220,1733418,17.04,42.19,1147247,25.75,53.3,53345,42829,6362,0.792
"4515",2021-04-01,"Iowa",49,12,0,0,65,15,352137,5751,1567904,1895675,987579,19.7,49.69,621545,31.3,60.08,28240,28372,8993,0.827
"4516",2021-04-01,"Kansas",27,33,0,0,42,12,303962,4870,1311354,1855605,887503,17.15,45.01,499609,30.46,63.69,20362,24409,8378,0.707
"4517",2021-04-01,"Kentucky",30,23,0,0,24,15,427842,6108,2142945,2607705,1407333,17.87,47.97,798150,31.5,58.37,42558,38048,8516,0.822
"4518",2021-04-01,"Louisiana",21,16,4,0,21,7,445469,10161,2003199,2808840,1236985,16.78,43.09,780225,26.61,60.42,39574,35244,7581,0.713
"4519",2021-04-01,"Maine",68,6,0,0,76,8,50788,744,715036,875990,472761,20.21,53.19,271683,35.17,65.17,17373,13497,10041,0.816
"4520",2021-04-01,"Maryland",46,19,2,0,52,12,412928,8303,2882170,3704540,1923831,17.8,47.67,1075960,31.82,61.28,72704,59620,9862,0.778
"4521",2021-04-01,"Massachusetts",62,19,4,0,51,44,638339,17217,3685186,4396850,2404819,19.46,53.47,1341408,34.89,63.79,74119,69877,10138,0.838
"4522",2021-04-01,"Michigan",64,14,11,0,34,36,753449,17174,4514072,5927830,2914902,17.38,45.2,1735920,29.19,59.36,94279,85619,8573,0.762
"4523",2021-04-01,"Minnesota",64,20,6,0,56,44,521667,6938,2800651,3282120,1800657,19.29,49.66,1088094,31.93,58.2,48723,54721,9703,0.853
"4524",2021-04-01,"Mississippi",17,21,0,0,13,30,305417,7048,1160150,1778095,735846,15.19,38.98,452143,24.72,59.74,1645,15803,5310,0.652
"4525",2021-04-01,"Missouri",33,19,0,0,24,20,582380,8859,2576981,3579845,1591306,15.55,41.99,954162,25.93,58.33,52154,42952,6998,0.72
"4526",2021-04-01,"Montana",41,0,0,0,23,34,104725,1438,534273,695495,333966,19.69,49.99,210392,31.25,65.07,11376,10059,9412,0.768
"4527",2021-04-01,"Nebraska",69,19,0,0,29,15,209896,2181,966534,1187320,611612,19.29,49.97,373119,31.62,61.38,25697,18646,9639,0.814
"4528",2021-04-01,"Nevada",31,12,0,0,25,36,304112,5256,1374197,1738190,870382,16.29,44.61,501868,28.26,56.43,25671,22811,7406,0.791
"4529",2021-04-01,"New Hampshire",62,13,20,0,37,42,84539,1245,707655,818075,500305,18.19,52.04,247295,36.79,60.17,92671,20212,14865,0.865
"4530",2021-04-01,"New Jersey",77,11,0,0,48,45,914422,24591,4523995,5419345,3027313,19.48,50.93,1730178,34.08,61.01,142960,93515,10528,0.835
"4531",2021-04-01,"New Mexico",38,43,0,0,43,16,191945,3942,1281047,1486525,811808,23.99,61.09,503075,38.72,70.89,23045,20838,9938,0.862
"4532",2021-04-01,"New York",68,27,2,0,68,76,1882308,50375,9393484,12177725,6110874,17.28,48.29,3362056,31.41,62.6,131509,201017,10333,0.771
"4533",2021-04-01,"North Carolina",40,38,4,0,35,61,916159,12136,4781372,6244060,3074120,16.86,45.59,1768023,29.31,59.53,89857,77331,7373,0.766
"4534",2021-04-01,"North Dakota",52,62,0,0,36,47,103299,1498,419484,478620,250258,20.61,55.05,157052,32.84,62.81,6098,7208,9459,0.876
"4535",2021-04-01,"Ohio",52,34,0,0,42,48,1020041,19043,5400664,7194775,3464729,17.21,46.2,2011920,29.64,61.55,105072,103035,8815,0.751
"4536",2021-04-01,"Oklahoma",25,27,11,0,17,22,440164,4953,1975056,2748205,1243871,18.47,49.91,730894,31.43,69.45,44887,31628,7993,0.719
"4537",2021-04-01,"Oregon",45,41,0,0,47,25,165524,2385,1893672,2483195,1211160,17.09,44.9,720833,28.72,58.88,39546,33798,8013,0.763
"4538",2021-04-01,"Pennsylvania",45,32,5,0,45,36,1031542,25111,6201769,7766195,4153159,17.17,48.44,2197732,32.44,60.66,145007,125233,9782,0.799
"4539",2021-04-01,"Rhode Island",55,9,0,0,48,32,137848,2624,566515,673205,351275,21.45,53.48,227282,33.16,63.55,7329,9863,9310,0.842
"4540",2021-04-01,"South Carolina",29,12,7,0,29,25,552681,9174,2191473,2986795,1427425,15.4,42.56,792963,27.72,58.01,41011,37873,7356,0.734
"4541",2021-04-01,"South Dakota",38,6,0,0,23,0,117989,1938,505081,638645,312907,22.87,57.09,202298,35.37,72.19,8480,8563,9679,0.791
"4542",2021-04-01,"Tennessee",27,17,2,7,26,17,813614,11915,2725411,3931900,1751164,14.24,39.91,972815,25.64,57.58,70102,53114,7778,0.693
"4543",2021-04-01,"Texas",32,11,2,3,27,44,2797010,48495,11950969,16318875,7648787,14.32,41.22,4153575,26.38,56.28,346881,259622,8954,0.732
"4544",2021-04-01,"Utah",41,21,6,0,28,26,386128,2125,1380946,1689960,849691,11.85,43.07,379843,26.5,52.71,53459,23888,7451,0.817
"4545",2021-04-01,"Vermont",57,15,0,0,51,34,19523,227,333676,432900,212105,19.22,53.47,119943,33.99,69.38,5225,6142,9843,0.771
"4546",2021-04-01,"Virginia",57,17,2,0,84,24,620801,10268,4140842,4989325,2725247,17.46,48.51,1490091,31.93,58.45,83851,87342,10233,0.83
"4547",2021-04-01,"Washington",75,12,2,0,98,80,365762,5262,3659886,4571720,2309959,18.43,48.06,1403264,30.33,60.04,73150,69891,9178,0.801
"4548",2021-04-01,"West Virginia",50,43,0,0,48,20,142233,2683,896388,1152405,547917,19.38,50.02,347394,30.57,64.3,21929,14691,8197,0.778
"4549",2021-04-01,"Wisconsin",55,65,0,0,71,37,636908,7326,2969294,3399265,1890610,18.99,51,1105832,32.47,58.38,63884,56081,9632,0.874
"4550",2021-04-01,"Wyoming",47,13,36,0,42,0,56389,700,270226,393055,161055,18.83,46.69,108971,27.83,67.91,7820,3901,6740,0.688
"4551",2021-04-02,"Alabama",34,17,0,0,31,17,516266,10607,1813462,2872410,1211424,14.09,36.99,691082,24.71,58.58,41483,28865,5887,0.631
"4552",2021-04-02,"Alaska",48,23,0,0,52,0,63501,313,415690,629315,252586,22.91,56.82,167561,34.53,86.03,4161,3702,5061,0.661
"4553",2021-04-02,"Arizona",44,15,2,7,51,39,843132,16989,3581448,4518235,2235527,17.84,49.2,1298327,30.71,62.07,68869,58912,8094,0.793
"4554",2021-04-02,"Arkansas",26,23,0,0,29,0,330753,5639,1244076,1838220,822604,14.9,41.22,449549,27.26,60.91,34111,22557,7475,0.677
"4555",2021-04-02,"California",54,21,1,1,80,31,3675191,59614,18985902,24873840,12625303,16.8,48.05,6637438,31.95,62.95,381738,351209,8889,0.763
"4556",2021-04-02,"Colorado",41,32,5,0,38,49,465330,6118,2803981,3517390,1792685,18.25,48.69,1051000,31.13,61.08,57951,51519,8946,0.797
"4557",2021-04-02,"Connecticut",62,24,0,0,61,47,313956,7904,2035542,2560585,1307704,21.47,57.09,765639,36.68,71.82,42643,37357,10478,0.795
"4558",2021-04-02,"Delaware",29,27,0,0,28,19,95590,1565,485988,629885,318248,17.22,49.91,167682,32.68,64.69,12076,9775,10038,0.772
"4559",2021-04-02,"Florida",28,29,4,0,26,36,2071015,33586,9988150,13580965,6230063,16.7,46.5,3586874,29.01,63.23,206411,168103,7827,0.735
"4560",2021-04-02,"Georgia",18,23,0,7,14,30,1062555,19176,4055515,6181185,2659950,12.81,38.2,1359623,25.05,58.22,104870,74934,7058,0.656
"4561",2021-04-02,"Hawaii",57,52,0,0,71,53,31129,463,732136,1005040,461922,20.11,51.71,284689,32.62,70.98,14346,10361,7318,0.728
"4562",2021-04-02,"Idaho",44,20,0,0,22,0,181181,1966,782576,1017485,477729,17.21,43.79,307549,26.73,56.94,15873,12527,7010,0.769
"4563",2021-04-02,"Illinois",53,23,0,8,72,48,1251255,23626,6192219,7975455,4108995,17.24,48.87,2184228,32.43,62.94,118800,111421,8793,0.776
"4564",2021-04-02,"Indiana",42,29,0,0,47,18,688916,13069,2903944,3616140,1771372,17.45,43.14,1174624,26.31,53.71,63433,43612,6478,0.803
"4565",2021-04-02,"Iowa",40,13,0,42,48,8,352714,5754,1605295,1915125,1009116,20.18,50.88,636810,31.98,60.7,37391,28965,9180,0.838
"4566",2021-04-02,"Kansas",29,75,0,0,20,4,304429,4889,1367364,1877275,928566,17.83,46.94,519347,31.87,64.44,56010,28099,9645,0.728
"4567",2021-04-02,"Kentucky",30,28,0,0,25,8,428527,6129,2192380,2683265,1430282,18.52,49.07,827294,32.01,60.06,49435,38254,8562,0.817
"4568",2021-04-02,"Louisiana",19,16,0,0,19,3,445469,10161,2047718,2889690,1259048,17.32,44.05,805242,27.08,62.16,44519,36388,7827,0.709
"4569",2021-04-02,"Maine",70,13,0,0,83,32,51189,744,735876,882840,483563,21.08,54.74,283385,35.97,65.68,20840,13729,10213,0.834
"4570",2021-04-02,"Maryland",45,28,0,0,53,16,414385,8319,2961306,3769640,1967910,18.45,48.98,1115176,32.55,62.35,79136,61245,10130,0.786
"4571",2021-04-02,"Massachusetts",59,22,0,28,53,29,640779,17249,3771380,4461100,2458457,19.98,54.72,1377011,35.67,64.72,86194,71512,10375,0.845
"4572",2021-04-02,"Michigan",62,16,16,0,35,38,759600,17194,4619345,5973350,2978177,17.87,46.25,1784990,29.82,59.81,105273,87492,8761,0.773
"4573",2021-04-02,"Minnesota",66,21,0,0,50,41,524203,6942,2867187,3322280,1839310,19.87,50.84,1120327,32.61,58.91,66536,55455,9833,0.863
"4574",2021-04-02,"Mississippi",16,3,0,0,11,0,305701,7051,1189395,1806235,748540,15.78,39.96,469781,25.15,60.69,29245,19897,6685,0.658
"4575",2021-04-02,"Missouri",30,12,0,0,21,24,583131,8861,2668283,3750155,1645775,16.25,43.48,997513,26.82,61.1,91302,50120,8166,0.712
"4576",2021-04-02,"Montana",38,9,0,0,24,0,104853,1454,545186,703075,340388,20.15,51.01,215389,31.85,65.78,10913,10018,9373,0.775
"4577",2021-04-02,"Nebraska",39,8,0,0,24,0,211239,2181,991673,1224190,627449,19.88,51.26,384525,32.44,63.28,25139,19190,9920,0.81
"4578",2021-04-02,"Nevada",36,16,9,0,26,36,304454,5260,1399135,1762150,883760,16.71,45.42,514603,28.69,57.21,24938,22167,7197,0.794
"4579",2021-04-02,"New Hampshire",82,11,0,0,69,42,85010,1245,721042,828725,509351,18.56,53.03,252302,37.46,60.95,13387,20919,15385,0.87
"4580",2021-04-02,"New Jersey",72,13,0,0,49,41,918951,24615,4655258,5450855,3103304,20.23,52.41,1796703,34.94,61.37,131263,99489,11201,0.854
"4581",2021-04-02,"New Mexico",48,33,0,0,36,0,192152,3949,1312410,1506255,828199,24.77,62.59,519339,39.5,71.83,31363,21478,10243,0.871
"4582",2021-04-02,"New York",59,28,2,3,59,49,1890346,50458,9914326,12458595,6285658,19.09,50.96,3714514,32.31,64.04,520842,245721,12631,0.796
"4583",2021-04-02,"North Carolina",39,34,2,0,32,52,916159,12136,4862483,6520570,3120714,17.21,46.36,1805265,29.75,62.17,81111,74084,7064,0.746
"4584",2021-04-02,"North Dakota",38,33,0,0,37,0,103460,1498,433534,490330,256513,21.61,56.89,164684,33.66,64.34,14050,7710,10117,0.884
"4585",2021-04-02,"Ohio",45,37,0,6,37,34,1021718,19060,5531731,7260405,3544121,17.68,47.32,2066170,30.32,62.11,131067,103728,8874,0.762
"4586",2021-04-02,"Oklahoma",23,47,11,0,18,11,440545,4953,2021155,2776475,1268778,19.04,51.08,753454,32.06,70.17,46099,32972,8333,0.728
"4587",2021-04-02,"Oregon",39,35,0,0,37,4,166013,2385,1941147,2524155,1242974,17.53,46.02,739353,29.47,59.85,47475,35202,8346,0.769
"4588",2021-04-02,"Pennsylvania",42,28,3,7,34,27,1035559,25135,6384592,7898745,4283487,17.62,49.87,2255292,33.46,61.7,182823,123993,9685,0.808
"4589",2021-04-02,"Rhode Island",61,35,0,0,52,0,138255,2630,583711,681825,360199,22.25,55.1,235663,34,64.36,17196,10945,10332,0.856
