"","state","term","outcome","croscor","lagd"
"375","Arizona","covid","daily_vaccinations",0.0412724606763585,0
"376","Arizona","covid","daily_vaccinations_per_million",0.00402123813425215,-14
"377","Arizona","covid","daily_vaccinations_per_million",-0.0443998388312738,-13
"378","Arizona","covid","daily_vaccinations_per_million",-0.0980730099566918,-12
"379","Arizona","covid","daily_vaccinations_per_million",0.109951889779299,-11
"380","Arizona","covid","daily_vaccinations_per_million",0.0307725360244121,-10
"381","Arizona","covid","daily_vaccinations_per_million",-0.0240353505744049,-9
"382","Arizona","covid","daily_vaccinations_per_million",-0.0284318676761093,-8
"383","Arizona","covid","daily_vaccinations_per_million",-0.0480737959896995,-7
"384","Arizona","covid","daily_vaccinations_per_million",-0.0468589933759968,-6
"385","Arizona","covid","daily_vaccinations_per_million",0.080234462115198,-5
"386","Arizona","covid","daily_vaccinations_per_million",-0.0522097038187751,-4
"387","Arizona","covid","daily_vaccinations_per_million",0.0798952445353075,-3
"388","Arizona","covid","daily_vaccinations_per_million",0.0703436446254476,-2
"389","Arizona","covid","daily_vaccinations_per_million",0.0793268454032081,-1
"390","Arizona","covid","daily_vaccinations_per_million",0.0411570623464324,0
